type,geometry,properties
Feature,"{ ""type"": ""Point"",""coordinates"": [ -122.31786,47.46383 ] }","{ ""name"": ""KSEA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -122.38220,37.60898 ] }","{ ""name"": ""KSFO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -121.92954,37.36237 ] }","{ ""name"": ""KSJC""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -111.97543,40.78697 ] }","{ ""name"": ""KSLC""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 2.63333,28.50000 ] }","{ ""name"": ""KSOUR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 173.24236,-35.02858 ] }","{ ""name"": ""KT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 82.94167,55.00167 ] }","{ ""name"": ""KT175""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 134.02259,34.21250 ] }","{ ""name"": ""KTE""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -74.06093,40.85025 ] }","{ ""name"": ""KTEB""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -122.57811,47.26793 ] }","{ ""name"": ""KTIW""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 46.71333,61.23806 ] }","{ ""name"": ""KTL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -83.80559,41.58672 ] }","{ ""name"": ""KTOL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 109.96556,-1.81649 ] }","{ ""name"": ""KTP""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -95.88946,36.19820 ] }","{ ""name"": ""KTUL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -110.94215,32.11686 ] }","{ ""name"": ""KTUS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -119.99533,38.89388 ] }","{ ""name"": ""KTVL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 119.76583,53.72556 ] }","{ ""name"": ""KU""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 6.99361,53.33639 ] }","{ ""name"": ""KUBAT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -12.91167,34.26111 ] }","{ ""name"": ""KUBIL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 12.92417,51.95111 ] }","{ ""name"": ""KUBOG""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 36.82833,50.31667 ] }","{ ""name"": ""KUBOK""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -103.55463,32.78795 ] }","{ ""name"": ""KUCEY""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 106.48361,52.30056 ] }","{ ""name"": ""KUDAR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 116.83334,6.90833 ] }","{ ""name"": ""KUDAT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 158.76222,53.81583 ] }","{ ""name"": ""KUDER""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 8.85722,47.52083 ] }","{ ""name"": ""KUDES""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 5.26278,49.69306 ] }","{ ""name"": ""KUDIN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 121.99111,25.13139 ] }","{ ""name"": ""KUDOS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 46.28667,41.95500 ] }","{ ""name"": ""KUFAN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 99.00000,57.71667 ] }","{ ""name"": ""KUFIR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 7.62056,55.00000 ] }","{ ""name"": ""KUGAL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 51.33889,29.12972 ] }","{ ""name"": ""KUGVU""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 128.93333,51.66667 ] }","{ ""name"": ""KULAL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 28.63278,38.58222 ] }","{ ""name"": ""KULAR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 137.03204,35.10890 ] }","{ ""name"": ""KULMA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 11.63056,50.07278 ] }","{ ""name"": ""KULOK""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 132.06667,49.10000 ] }","{ ""name"": ""KULOR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 121.83540,-6.18870 ] }","{ ""name"": ""KUMAN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 36.86389,66.28333 ] }","{ ""name"": ""KUMEL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 42.96417,64.28333 ] }","{ ""name"": ""KUMEN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 83.54917,61.76722 ] }","{ ""name"": ""KUMIR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -152.22653,19.28108 ] }","{ ""name"": ""KUMME""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 30.68667,25.46250 ] }","{ ""name"": ""KUNAK""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 18.44833,55.25833 ] }","{ ""name"": ""KUNER""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 56.44667,24.86333 ] }","{ ""name"": ""KUPMA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 109.88694,52.49556 ] }","{ ""name"": ""KURBA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 136.09611,44.82028 ] }","{ ""name"": ""KURIN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 4.90028,44.72556 ] }","{ ""name"": ""KURIR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 141.70601,43.15523 ] }","{ ""name"": ""KURIS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 70.80000,47.98333 ] }","{ ""name"": ""KUROL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 28.71167,54.26333 ] }","{ ""name"": ""KURPI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -131.88497,50.19969 ] }","{ ""name"": ""KURTT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -86.09265,38.97219 ] }","{ ""name"": ""KURTZ""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 55.82361,48.76361 ] }","{ ""name"": ""KURUL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 78.82861,68.18750 ] }","{ ""name"": ""KUSET""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -123.46984,42.58616 ] }","{ ""name"": ""KUSHI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 16.47167,45.14806 ] }","{ ""name"": ""KUSIB""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 23.90000,52.12333 ] }","{ ""name"": ""KUSIP""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 64.77750,51.73889 ] }","{ ""name"": ""KUSUM""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -89.20172,32.99721 ] }","{ ""name"": ""KUTEC""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 103.50167,53.50833 ] }","{ ""name"": ""KUTIR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 42.36306,23.12167 ] }","{ ""name"": ""KUTOL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 25.59083,60.73028 ] }","{ ""name"": ""KUVAK""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -89.67336,39.34675 ] }","{ ""name"": ""KUYLE""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 126.61137,35.91037 ] }","{ ""name"": ""KUZ""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -96.39969,45.21942 ] }","{ ""name"": ""KUZMO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -118.48984,34.21072 ] }","{ ""name"": ""KVNY""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 33.21167,48.05088 ] }","{ ""name"": ""KVR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -126.65667,43.44000 ] }","{ ""name"": ""KYLLE""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 136.70000,16.66667 ] }","{ ""name"": ""KYWEE""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 72.10000,40.25000 ] }","{ ""name"": ""KYZYL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 78.36000,56.33500 ] }","{ ""name"": ""KZ01""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.92736,35.44849 ] }","{ ""name"": ""KZE03""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.48658,35.53930 ] }","{ ""name"": ""KZE22""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 94.20667,51.59000 ] }","{ ""name"": ""KZL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 49.27250,55.60583 ] }","{ ""name"": ""KZN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 65.60000,44.70667 ] }","{ ""name"": ""KZO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 77.58333,34.15000 ] }","{ ""name"": ""LA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -102.68753,38.19708 ] }","{ ""name"": ""LAA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 13.29431,58.16939 ] }","{ ""name"": ""LABAN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 122.04486,14.38725 ] }","{ ""name"": ""LABAY""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 42.79944,23.28222 ] }","{ ""name"": ""LABEB""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 14.31055,50.47472 ] }","{ ""name"": ""LABEG""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 136.18125,34.58781 ] }","{ ""name"": ""LABEL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 6.81648,53.49583 ] }","{ ""name"": ""LABIL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 112.34167,61.88333 ] }","{ ""name"": ""LABOR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 53.01472,32.81083 ] }","{ ""name"": ""LABOT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -118.39581,45.29121 ] }","{ ""name"": ""LACED""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -69.37967,33.48836 ] }","{ ""name"": ""LACKI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -68.19938,40.00015 ] }","{ ""name"": ""LACKS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -93.40256,41.13984 ] }","{ ""name"": ""LACON""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 94.04167,12.20000 ] }","{ ""name"": ""LADER""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 42.52944,59.42000 ] }","{ ""name"": ""LADIL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 66.00028,22.08394 ] }","{ ""name"": ""LADOT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 146.99807,-6.73727 ] }","{ ""name"": ""LAE""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 3.32745,6.70846 ] }","{ ""name"": ""LAG""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 44.23139,41.57194 ] }","{ ""name"": ""LAGAS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 38.48389,65.99833 ] }","{ ""name"": ""LAGAT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 15.93700,56.55494 ] }","{ ""name"": ""LAGIS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 79.25000,51.83167 ] }","{ ""name"": ""LAGMO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 70.58167,65.66722 ] }","{ ""name"": ""LAGNI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 34.59500,53.83000 ] }","{ ""name"": ""LAGOD""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -2.60361,49.43722 ] }","{ ""name"": ""LAGUL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -140.52871,58.80407 ] }","{ ""name"": ""LAIRE""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 42.16092,11.03972 ] }","{ ""name"": ""LAKBE""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -63.26577,57.99845 ] }","{ ""name"": ""LAKES""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 57.06694,23.37639 ] }","{ ""name"": ""LAKLU""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 32.08333,32.63333 ] }","{ ""name"": ""LAKTO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 163.72333,57.62583 ] }","{ ""name"": ""LAKUM""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -82.01389,27.98619 ] }","{ ""name"": ""LAL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 75.83722,48.99472 ] }","{ ""name"": ""LALAS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 56.60000,25.30167 ] }","{ ""name"": ""LALDO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 137.23611,50.09028 ] }","{ ""name"": ""LALET""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 127.26444,54.81056 ] }","{ ""name"": ""LALIR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 95.47667,12.87333 ] }","{ ""name"": ""LALIT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 10.84028,52.79444 ] }","{ ""name"": ""LALUB""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 81.16417,58.70722 ] }","{ ""name"": ""LAMEG""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 150.04319,-18.15461 ] }","{ ""name"": ""LAMEK""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 124.00000,31.61000 ] }","{ ""name"": ""LAMEN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -70.05153,25.00000 ] }","{ ""name"": ""LAMER""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 39.08861,43.34972 ] }","{ ""name"": ""LAMET""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 23.37477,45.10398 ] }","{ ""name"": ""LAMIT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 133.88444,43.40028 ] }","{ ""name"": ""LAMKA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 123.74975,9.89932 ] }","{ ""name"": ""LAMOK""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 126.62770,20.06255 ] }","{ ""name"": ""LAMOL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -91.88411,45.98069 ] }","{ ""name"": ""LAMPY""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 49.32167,40.48167 ] }","{ ""name"": ""LAMRI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 46.75139,57.25333 ] }","{ ""name"": ""LAMTU""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 45.52333,41.54444 ] }","{ ""name"": ""LAMUS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -84.69750,42.71739 ] }","{ ""name"": ""LAN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 102.30000,60.36722 ] }","{ ""name"": ""LANAP""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 131.42831,36.37324 ] }","{ ""name"": ""LANAT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -118.61637,35.01243 ] }","{ ""name"": ""LANDO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 136.33444,46.83361 ] }","{ ""name"": ""LANEP""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -122.61248,42.36566 ] }","{ ""name"": ""LANKS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 102.20000,65.12333 ] }","{ ""name"": ""LANSI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 59.69861,55.21694 ] }","{ ""name"": ""LANTO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 62.54417,49.55472 ] }","{ ""name"": ""LANUK""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -110.35866,24.08560 ] }","{ ""name"": ""LAP""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 88.90278,55.43222 ] }","{ ""name"": ""LAPAK""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.94587,37.14033 ] }","{ ""name"": ""LAPIS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 29.48333,54.67500 ] }","{ ""name"": ""LAPKI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 104.47500,20.75000 ] }","{ ""name"": ""LAPON""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 14.30547,58.92053 ] }","{ ""name"": ""LAPSI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -105.72094,41.33783 ] }","{ ""name"": ""LAR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 4.69733,51.83457 ] }","{ ""name"": ""LARAS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 141.79853,41.50318 ] }","{ ""name"": ""LARCH""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -120.37715,46.93789 ] }","{ ""name"": ""LARDY""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 4.15333,54.86389 ] }","{ ""name"": ""LARGA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 84.87283,18.83433 ] }","{ ""name"": ""LARIK""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 30.00000,71.98917 ] }","{ ""name"": ""LARIL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 89.86611,54.20056 ] }","{ ""name"": ""LARNA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 29.98833,72.11444 ] }","{ ""name"": ""LARNU""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -3.59167,48.51639 ] }","{ ""name"": ""LARSI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 122.42500,31.00000 ] }","{ ""name"": ""LASAN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 43.37444,40.68972 ] }","{ ""name"": ""LASET""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 11.22806,50.36056 ] }","{ ""name"": ""LASGA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 12.45444,56.11333 ] }","{ ""name"": ""LASGI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 20.21528,56.43528 ] }","{ ""name"": ""LASMA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 11.71667,48.54167 ] }","{ ""name"": ""LASMI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 146.75806,46.93333 ] }","{ ""name"": ""LATAK""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 122.08167,54.41167 ] }","{ ""name"": ""LATAS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -125.07181,46.40786 ] }","{ ""name"": ""LATAY""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 64.36717,17.28436 ] }","{ ""name"": ""LATEB""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 64.82889,24.52889 ] }","{ ""name"": ""LATEM""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 32.08333,72.50000 ] }","{ ""name"": ""LATEN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 129.08111,35.90361 ] }","{ ""name"": ""LATEP""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 66.74083,52.41889 ] }","{ ""name"": ""LATKO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 27.68583,57.38028 ] }","{ ""name"": ""LATLA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -126.84000,41.69472 ] }","{ ""name"": ""LATNE""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 134.93806,-2.39889 ] }","{ ""name"": ""LATOS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 120.73333,35.53333 ] }","{ ""name"": ""LATUX""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 8.91389,55.56500 ] }","{ ""name"": ""LATVO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -78.34300,26.12666 ] }","{ ""name"": ""LAUTH""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 105.73000,14.14217 ] }","{ ""name"": ""LAVAN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 25.73667,54.69139 ] }","{ ""name"": ""LAVAR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -156.41926,20.49057 ] }","{ ""name"": ""LAVAS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -94.68901,35.61433 ] }","{ ""name"": ""LAVER""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 165.78550,-76.18000 ] }","{ ""name"": ""LAVIS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 104.39722,20.43472 ] }","{ ""name"": ""LAVOS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -118.43200,33.93314 ] }","{ ""name"": ""LAX""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 114.80833,9.82667 ] }","{ ""name"": ""LAXOR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -83.36673,42.91339 ] }","{ ""name"": ""LAYNE""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 34.89676,45.62476 ] }","{ ""name"": ""LB""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -100.97119,37.04439 ] }","{ ""name"": ""LBL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 109.21167,23.74333 ] }","{ ""name"": ""LBN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 23.41672,42.69713 ] }","{ ""name"": ""LBSF""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -81.39144,26.82819 ] }","{ ""name"": ""LBV""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -76.72194,7.81806 ] }","{ ""name"": ""LCE""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 33.62483,34.87512 ] }","{ ""name"": ""LCLK""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -65.14250,-31.95278 ] }","{ ""name"": ""LDR""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 16.06720,45.74189 ] }","{ ""name"": ""LDZA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 85.38333,52.46667 ] }","{ ""name"": ""LE""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -159.71468,21.26941 ] }","{ ""name"": ""LEANE""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -84.53038,43.72136 ] }","{ ""name"": ""LEATO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -72.21608,43.67886 ] }","{ ""name"": ""LEB""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 66.91528,57.05861 ] }","{ ""name"": ""LEBED""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 2.08803,41.29511 ] }","{ ""name"": ""LEBL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 114.81722,60.71722 ] }","{ ""name"": ""LEBNA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 65.00000,-14.20056 ] }","{ ""name"": ""LEBOB""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 165.21556,-29.14631 ] }","{ ""name"": ""LEBOL""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 2.10222,52.54306 ] }","{ ""name"": ""LEDBO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -124.18357,43.08229 ] }","{ ""name"": ""LEDGE""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 122.14083,54.66389 ] }","{ ""name"": ""LEDIS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 37.85000,55.65000 ] }","{ ""name"": ""LEDNI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 33.05000,33.20000 ] }","{ ""name"": ""LEDRA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 17.18285,48.09089 ] }","{ ""name"": ""LEDRI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -74.95306,39.26091 ] }","{ ""name"": ""LEEAH""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 132.90167,56.17333 ] }","{ ""name"": ""LEGBI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 119.00193,13.02034 ] }","{ ""name"": ""LEGED""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 88.08644,21.63495 ] }","{ ""name"": ""LEGOS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 45.19889,41.40000 ] }","{ ""name"": ""LEGVI""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 169.06489,-27.09061 ] }","{ ""name"": ""LEKAX""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 4.76733,51.92417 ] }","{ ""name"": ""LEKKO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 75.81750,45.11694 ] }","{ ""name"": ""LEKLU""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 6.90889,53.44167 ] }","{ ""name"": ""LEKMO""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 122.48056,25.50750 ] }","{ ""name"": ""LEKOS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 24.34667,61.69194 ] }","{ ""name"": ""LEKSU""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 77.63195,32.39134 ] }","{ ""name"": ""LELAX""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 67.82506,18.07597 ] }","{ ""name"": ""LELIT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 68.26333,63.16333 ] }","{ ""name"": ""LEMAT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 65.78364,17.61767 ] }","{ ""name"": ""LEMAX""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -3.55938,40.53262 ] }","{ ""name"": ""LEMD""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 86.15600,19.90925 ] }","{ ""name"": ""LEMEX""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -4.49590,36.67978 ] }","{ ""name"": ""LEMG""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 161.82806,-26.01333 ] }","{ ""name"": ""LEMIB""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 74.04111,31.24667 ] }","{ ""name"": ""LEMOM""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 54.85117,26.53614 ] }","{ ""name"": ""LEN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -122.99500,30.52500 ] }","{ ""name"": ""LENNA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -67.13226,21.26718 ] }","{ ""name"": ""LENNT""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 13.03667,43.29500 ] }","{ ""name"": ""LEONN""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 2.73496,39.55254 ] }","{ ""name"": ""LEPA""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 107.78876,-5.43287 ] }","{ ""name"": ""LEPAS""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -90.50447,37.09388 ] }","{ ""name"": ""LEPER""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 66.18444,69.96389 ] }","{ ""name"": ""LEPES""}"
