type,geometry,properties
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.00000,40.00000 ] }","{ ""name"": ""4000N13500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -135.00000,40.00000 ] }","{ ""name"": ""4000N13500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.00000,40.00000 ] }","{ ""name"": ""4000N14000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -140.00000,40.00000 ] }","{ ""name"": ""4000N14000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 150.00000,40.00000 ] }","{ ""name"": ""4000N15000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -155.00000,40.00000 ] }","{ ""name"": ""4000N15500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -170.00000,40.00000 ] }","{ ""name"": ""4000N17000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -75.00000,-40.00000 ] }","{ ""name"": ""4000S07500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 125.00000,-40.00000 ] }","{ ""name"": ""4000S12500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 165.00000,40.07000 ] }","{ ""name"": ""4007N16500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -50.00000,4.00000 ] }","{ ""name"": ""400N05000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 70.00000,4.00000 ] }","{ ""name"": ""400N07000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 90.00000,4.00000 ] }","{ ""name"": ""400N09000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -125.00000,4.00000 ] }","{ ""name"": ""400N12500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 130.00000,4.00000 ] }","{ ""name"": ""400N13000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.00000,4.00000 ] }","{ ""name"": ""400N13500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -165.00000,4.00000 ] }","{ ""name"": ""400N16500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -115.00000,-4.00000 ] }","{ ""name"": ""400S11500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -130.00000,-4.00000 ] }","{ ""name"": ""400S13000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.00000,-4.00000 ] }","{ ""name"": ""400S13500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -155.00000,-4.00000 ] }","{ ""name"": ""400S15500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 138.93610,34.40420 ] }","{ ""name"": ""401""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.00510,34.41590 ] }","{ ""name"": ""402""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.08040,34.43740 ] }","{ ""name"": ""403""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.17300,34.46310 ] }","{ ""name"": ""404""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.23590,34.48050 ] }","{ ""name"": ""405""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.30820,34.50020 ] }","{ ""name"": ""406""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.37300,34.51800 ] }","{ ""name"": ""407""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.44250,34.53680 ] }","{ ""name"": ""408""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.51390,34.55620 ] }","{ ""name"": ""409""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -130.00000,40.00000 ] }","{ ""name"": ""40N130W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -140.00000,40.00000 ] }","{ ""name"": ""40N140W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -150.00000,40.00000 ] }","{ ""name"": ""40N150W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 160.00000,40.00000 ] }","{ ""name"": ""40N160E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -160.00000,40.00000 ] }","{ ""name"": ""40N160W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 170.00000,40.00000 ] }","{ ""name"": ""40N170E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -170.00000,40.00000 ] }","{ ""name"": ""40N170W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -180.00000,40.00000 ] }","{ ""name"": ""40N180E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 103.53430,14.70500 ] }","{ ""name"": ""41""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.64450,34.59180 ] }","{ ""name"": ""410""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 0.00000,41.00000 ] }","{ ""name"": ""4100N""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -15.00000,41.00000 ] }","{ ""name"": ""4100N01500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -30.00000,41.00000 ] }","{ ""name"": ""4100N03000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -55.00000,41.00000 ] }","{ ""name"": ""4100N05500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 90.00000,41.00000 ] }","{ ""name"": ""4100N09000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 110.00000,41.00000 ] }","{ ""name"": ""4100N11000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -125.00000,41.00000 ] }","{ ""name"": ""4100N12500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -130.00000,41.00000 ] }","{ ""name"": ""4100N13000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.00000,41.00000 ] }","{ ""name"": ""4100N13500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -135.00000,41.00000 ] }","{ ""name"": ""4100N13500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.00000,41.00000 ] }","{ ""name"": ""4100N14000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -140.00000,41.00000 ] }","{ ""name"": ""4100N14000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 150.00000,41.00000 ] }","{ ""name"": ""4100N15000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 155.00000,41.00000 ] }","{ ""name"": ""4100N15500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 160.00000,41.00000 ] }","{ ""name"": ""4100N16000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -160.00000,41.00000 ] }","{ ""name"": ""4100N16000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 170.00000,41.00000 ] }","{ ""name"": ""4100N17000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -180.00000,41.00000 ] }","{ ""name"": ""4100N18000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 125.00000,-41.00000 ] }","{ ""name"": ""4100S12500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -130.00000,-41.00000 ] }","{ ""name"": ""4100S13000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -73.23000,41.09000 ] }","{ ""name"": ""4109N07323W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.77710,34.62830 ] }","{ ""name"": ""411""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.83170,34.65150 ] }","{ ""name"": ""412""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.89670,34.68960 ] }","{ ""name"": ""413""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.94750,34.71950 ] }","{ ""name"": ""414""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.99330,34.74660 ] }","{ ""name"": ""415""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.03870,34.77340 ] }","{ ""name"": ""416""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.08060,34.79820 ] }","{ ""name"": ""417""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.12370,34.82440 ] }","{ ""name"": ""418""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.13890,34.83790 ] }","{ ""name"": ""419""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -130.00000,41.00000 ] }","{ ""name"": ""41N130W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -140.00000,41.00000 ] }","{ ""name"": ""41N140W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -150.00000,41.00000 ] }","{ ""name"": ""41N150W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 160.00000,41.00000 ] }","{ ""name"": ""41N160E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -160.00000,41.00000 ] }","{ ""name"": ""41N160W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 170.00000,41.00000 ] }","{ ""name"": ""41N170E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -170.00000,41.00000 ] }","{ ""name"": ""41N170W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -180.00000,41.00000 ] }","{ ""name"": ""41N180E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 103.66140,14.74970 ] }","{ ""name"": ""42""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.15370,34.86360 ] }","{ ""name"": ""420""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 0.00000,42.00000 ] }","{ ""name"": ""4200N""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -30.00000,42.00000 ] }","{ ""name"": ""4200N03000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 55.00000,42.00000 ] }","{ ""name"": ""4200N05500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -55.00000,42.00000 ] }","{ ""name"": ""4200N05500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -75.00000,42.00000 ] }","{ ""name"": ""4200N07500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 95.00000,42.00000 ] }","{ ""name"": ""4200N09500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 100.00000,42.00000 ] }","{ ""name"": ""4200N10000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 105.00000,42.00000 ] }","{ ""name"": ""4200N10500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 125.00000,42.00000 ] }","{ ""name"": ""4200N12500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -125.00000,42.00000 ] }","{ ""name"": ""4200N12500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -130.00000,42.00000 ] }","{ ""name"": ""4200N13000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.00000,42.00000 ] }","{ ""name"": ""4200N13500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -135.00000,42.00000 ] }","{ ""name"": ""4200N13500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -140.00000,42.00000 ] }","{ ""name"": ""4200N14000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 145.00000,42.00000 ] }","{ ""name"": ""4200N14500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -150.00000,42.00000 ] }","{ ""name"": ""4200N15000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 155.00000,42.00000 ] }","{ ""name"": ""4200N15500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 160.00000,42.00000 ] }","{ ""name"": ""4200N16000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -165.00000,42.00000 ] }","{ ""name"": ""4200N16500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 125.00000,-42.00000 ] }","{ ""name"": ""4200S12500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.16220,34.95620 ] }","{ ""name"": ""421""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.16760,35.03450 ] }","{ ""name"": ""422""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.17340,35.11310 ] }","{ ""name"": ""423""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.17520,35.13780 ] }","{ ""name"": ""424""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.17650,35.15580 ] }","{ ""name"": ""425""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.17790,35.17500 ] }","{ ""name"": ""426""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.17930,35.19430 ] }","{ ""name"": ""427""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.18070,35.21320 ] }","{ ""name"": ""428""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.18230,35.23370 ] }","{ ""name"": ""429""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -130.00000,42.00000 ] }","{ ""name"": ""42N130W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -140.00000,42.00000 ] }","{ ""name"": ""42N140W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -150.00000,42.00000 ] }","{ ""name"": ""42N150W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 160.00000,42.00000 ] }","{ ""name"": ""42N160E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -160.00000,42.00000 ] }","{ ""name"": ""42N160W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 170.00000,42.00000 ] }","{ ""name"": ""42N170E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -170.00000,42.00000 ] }","{ ""name"": ""42N170W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -180.00000,42.00000 ] }","{ ""name"": ""42N180E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 103.78280,14.79220 ] }","{ ""name"": ""43""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.18370,35.25370 ] }","{ ""name"": ""430""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 0.00000,43.00000 ] }","{ ""name"": ""4300N""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -30.00000,43.00000 ] }","{ ""name"": ""4300N03000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -55.00000,43.00000 ] }","{ ""name"": ""4300N05500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -75.00000,43.00000 ] }","{ ""name"": ""4300N07500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -125.00000,43.00000 ] }","{ ""name"": ""4300N12500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -130.00000,43.00000 ] }","{ ""name"": ""4300N13000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.00000,43.00000 ] }","{ ""name"": ""4300N13500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -135.00000,43.00000 ] }","{ ""name"": ""4300N13500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -140.00000,43.00000 ] }","{ ""name"": ""4300N14000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 145.00000,43.00000 ] }","{ ""name"": ""4300N14500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 155.00000,43.00000 ] }","{ ""name"": ""4300N15500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 160.00000,43.00000 ] }","{ ""name"": ""4300N16000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -160.00000,43.00000 ] }","{ ""name"": ""4300N16000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 170.00000,43.00000 ] }","{ ""name"": ""4300N17000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -170.00000,43.00000 ] }","{ ""name"": ""4300N17000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 125.00000,-43.00000 ] }","{ ""name"": ""4300S12500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -125.00000,-43.00000 ] }","{ ""name"": ""4300S12500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.18540,35.27710 ] }","{ ""name"": ""431""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.18650,35.29160 ] }","{ ""name"": ""432""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.18750,35.30490 ] }","{ ""name"": ""433""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.18900,35.32680 ] }","{ ""name"": ""434""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.19050,35.34630 ] }","{ ""name"": ""435""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.19150,35.36000 ] }","{ ""name"": ""436""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.19280,35.37750 ] }","{ ""name"": ""437""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.19370,35.39050 ] }","{ ""name"": ""438""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.19490,35.40650 ] }","{ ""name"": ""439""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -130.00000,43.00000 ] }","{ ""name"": ""43N130W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -140.00000,43.00000 ] }","{ ""name"": ""43N140W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -150.00000,43.00000 ] }","{ ""name"": ""43N150W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 160.00000,43.00000 ] }","{ ""name"": ""43N160E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -160.00000,43.00000 ] }","{ ""name"": ""43N160W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 170.00000,43.00000 ] }","{ ""name"": ""43N170E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -170.00000,43.00000 ] }","{ ""name"": ""43N170W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -180.00000,43.00000 ] }","{ ""name"": ""43N180E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -40.00000,43.00000 ] }","{ ""name"": ""43N40""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 103.95800,14.85350 ] }","{ ""name"": ""44""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.19600,35.42140 ] }","{ ""name"": ""440""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 0.00000,44.00000 ] }","{ ""name"": ""4400N""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -10.00000,44.00000 ] }","{ ""name"": ""4400N01000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -30.00000,44.00000 ] }","{ ""name"": ""4400N03000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -55.00000,44.00000 ] }","{ ""name"": ""4400N05500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 60.00000,44.00000 ] }","{ ""name"": ""4400N06000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -75.00000,44.00000 ] }","{ ""name"": ""4400N07500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -80.00000,44.00000 ] }","{ ""name"": ""4400N08000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 95.00000,44.00000 ] }","{ ""name"": ""4400N09500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 120.00000,44.00000 ] }","{ ""name"": ""4400N12000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.00000,44.00000 ] }","{ ""name"": ""4400N13500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -135.00000,44.00000 ] }","{ ""name"": ""4400N13500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -140.00000,44.00000 ] }","{ ""name"": ""4400N14000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 145.00000,44.00000 ] }","{ ""name"": ""4400N14500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -145.00000,44.00000 ] }","{ ""name"": ""4400N14500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -150.00000,44.00000 ] }","{ ""name"": ""4400N15000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 160.00000,44.00000 ] }","{ ""name"": ""4400N16000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 165.00000,44.00000 ] }","{ ""name"": ""4400N16500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 170.00000,44.00000 ] }","{ ""name"": ""4400N17000E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -170.00000,44.00000 ] }","{ ""name"": ""4400N17000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 175.00000,44.00000 ] }","{ ""name"": ""4400N17500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -175.00000,44.00000 ] }","{ ""name"": ""4400N17500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -180.00000,44.00000 ] }","{ ""name"": ""4400N18000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -120.00000,-44.00000 ] }","{ ""name"": ""4400S12000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 125.00000,-44.00000 ] }","{ ""name"": ""4400S12500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.19720,35.43680 ] }","{ ""name"": ""441""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.19840,35.45340 ] }","{ ""name"": ""442""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.19940,35.46780 ] }","{ ""name"": ""443""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.20080,35.48530 ] }","{ ""name"": ""444""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.20200,35.50300 ] }","{ ""name"": ""445""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.20300,35.51660 ] }","{ ""name"": ""446""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.20260,35.53160 ] }","{ ""name"": ""447""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.19920,35.54670 ] }","{ ""name"": ""448""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.19350,35.56250 ] }","{ ""name"": ""449""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -110.00000,44.00000 ] }","{ ""name"": ""44N110W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -130.00000,44.00000 ] }","{ ""name"": ""44N130W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -140.00000,44.00000 ] }","{ ""name"": ""44N140W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -150.00000,44.00000 ] }","{ ""name"": ""44N150W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 160.00000,44.00000 ] }","{ ""name"": ""44N160E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -160.00000,44.00000 ] }","{ ""name"": ""44N160W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 170.00000,44.00000 ] }","{ ""name"": ""44N170E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -170.00000,44.00000 ] }","{ ""name"": ""44N170W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -180.00000,44.00000 ] }","{ ""name"": ""44N180E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 104.01870,14.87460 ] }","{ ""name"": ""45""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 140.18940,35.57450 ] }","{ ""name"": ""450""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -10.00000,45.00000 ] }","{ ""name"": ""4500N01000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -30.00000,45.00000 ] }","{ ""name"": ""4500N03000W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -55.00000,45.00000 ] }","{ ""name"": ""4500N05500W""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 65.00000,45.00000 ] }","{ ""name"": ""4500N06500E""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -75.00000,45.00000 ] }","{ ""name"": ""4500N07500W""}"
